"titulo","sueldo","ciudadModalidad","horario","idioma","requisitos"
"Web Developer - Remoto en HIRELINE","Sueldo oculto","Remoto: LATAM","Empleado de tiempo completo","Inglés : Nivel Avanzado","As a Developer  you’ll be working as part of an integrated team to shorten the runway between smart, interesting brands and beautiful creative that can work in any medium. Reporting directly to our Director of Technology, you’ll act as a lead developer across several client accounts and work with others in our dev team along the way. Specifically you’ll be: ● Working in a creative team setting to ideate and develop strong creative ideas including planning, designing, and ultimately building our digital platforms ● Mentoring others, both on the development team, and cross-disciplinary peers, on best practice and new, innovative approaches and technologies ● Taking initiative to maintain strong knowledge of and keen interest in emerging tools and technologies ● Working in Agile and Jira to optimize how our teams work ● Create frequent pull requests to gain insight from other team members as well as communicate deliverables by showing what is complete. ● Help translate client feedback into clear next steps, often with Accounts and/or Production ● Communicates effectively, both internally and with producers/AMs/designers; to update progress, handle conflict resolution, and keep everyone updated Our Must-Haves ● 5+ years of professional experience with Web Development ● BA/BS degree or higher, preferably in CS or a related field ● Able to work with AWS and Linux server administration to set up and deploy new sites ● Able to create semantically correct and accessible HTML ● Expertise in JavaScript and other JavaScript frameworks like React and Next.js ● Expertise in CSS, with good judgment for what can be done in CSS without reverting to a JavaScript fix ● Complete understanding of git branching, merging and rebasing ● Experience with PHP a plus ● Strong proficiency with MySQL databases ● Excellent analytical and communication skills to share your ideas with the team and our clients Lines of Report Reporting to: Director of Technology Direct reports include: NA .........................................."
"Senior Full Stack Developer en PICAIO","Sueldo oculto","Ciudad de México","Empleado de tiempo completo","Inglés : Nivel Avanzado"," Job Title: Senior Full Stack Developer Location: On-site | Santa Fe, CDMX Work Schedule: Monday to Friday, 10:00 AM – 7:00 PM Language Requirement: Advanced English (B2 or higher) – All documentation is in English Additional Benefits: Competitive compensation and benefits package   About the Role We are looking for a highly skilled Senior Full Stack Developer to join our on-site team in Santa Fe, CDMX. This role is ideal for someone who thrives in both strategic and hands-on capacities, managing large-scale web application projects while mentoring team members and collaborating cross-functionally. As a Senior Full Stack Developer, you will play a pivotal role in leading technical efforts, ensuring quality delivery, and contributing to the growth and excellence of our engineering team. You'll develop and maintain robust front-end and back-end components, promote best practices, and stay ahead of emerging technologies to enhance development processes.   Key Responsibilities Lead the planning and execution of large-scale web application projects aligned with business goals. Define project scopes, establish clear objectives, and ensure deliverables meet high-quality standards. Develop and maintain scalable front-end and back-end components. Collaborate with cross-functional teams including Product, UX/UI, and QA. Write clean, efficient, and well-documented code. Troubleshoot, test, and debug applications to ensure peak performance and reliability. Mentor and support team members, fostering a collaborative and high-performing environment. Stay up to date with industry trends and emerging technologies to drive continuous improvement.   Technical Requirements Languages & Frameworks: TypeScript, JavaScript, HTML, CSS, Python, C#, Java Databases: SQL, PostgreSQL, MongoDB, Redis Tools & Technologies: Docker Other: Solid understanding of scalable software architecture and cloud environments is a plus.  "
"Cloud Time Lead Microsoft Azure Senior en Medina Consultores","$ 90,000 a 100,000 MXN (Bruto)","Querétaro","Empleado de tiempo completo","Inglés : Nivel Avanzado","Cloud Time Lead Ubicación:  Querétaro Modalidad: Presencial Objetivo del puesto: Liderar un equipo de ingeniería en el diseño, desarrollo e implementación de soluciones basadas en la nube, orientadas a la optimización del desempeño vehicular, mejora de la seguridad y eficiencia operacional. Responsabilidades principales: Liderar la ejecución, implementación y soporte de proyectos tecnológicos en ambientes cloud. Coordinar y supervisar a un equipo de ingenieros en el desarrollo y mantenimiento de servicios basados en la nube. Diseñar e implementar data pipelines y flujos de trabajo para el procesamiento y análisis de datos. Procesar y visualizar datos de telemetría para toma de decisiones operativas. Monitorear continuamente el rendimiento del sistema y sus métricas clave. Implementar acciones de mejora y optimización de aplicaciones y servicios cloud. Asegurar la entrega de soluciones tecnológicas alineadas con los objetivos del negocio. Formación académica: Ingeniería en Sistemas Computacionales, Ciencias de la Computación o carrera afín. Experiencia requerida: Al menos 5 años de experiencia en desarrollo de software o áreas relacionadas. Experiencia liderando equipos de ingeniería en ambientes de desarrollo tecnológico. Trayectoria comprobable en proyectos de desarrollo e implementación de soluciones cloud. Conocimientos técnicos indispensables: Lenguajes de programación: Python, JavaScript, TypeScript Bases de datos: PostgreSQL Arquitectura y servidores: Microservicios, AWS, Azure Entornos de desarrollo: Visual Studio, VS Code Diseño y operación de pipelines de datos Monitoreo y mejora del rendimiento de aplicaciones cloud Habilidades y competencias clave: Liderazgo técnico y gestión de equipos Negociación y atención al cliente Comunicación asertiva Pensamiento analítico y resolución de problemas Gestión del cambio Actitud positiva y disposición para el aprendizaje continuo Enfoque en la adopción de mejores prácticas Idioma: Inglés avanzado (indispensable)"
"Salesforce Developer Senior - Remoto en Perficient","Sueldo oculto","Remoto: Chile, México, Argentina, Colombia","Empleado de tiempo completo","Inglés : Nivel Avanzado","We are looking for a Salesforce Developer with strong hands-on experience in Apex and Lightning Web Components (LWC). The ideal candidate should be skilled in building scalable, high-quality solutions on the Salesforce platform, and be comfortable working in agile teams. While the core of the role is development, some knowledge of tools like Nintex and DocuSign is considered a nice-to-have. As a Senior Technical Consultant you will participate in all aspects of the software development lifecycle which includes estimating, technical design, implementation, documentation, testing, deployment and support of application developed for our clients. As a member working in a team environment you will take direction from solution architects and Leads on development activities. Perficient is always looking for the best and brightest talent and we need you! We’re a quickly-growing, global digital consulting leader, and we’re transforming the world’s largest enterprises and biggest brands. You’ll work with the latest technologies, expand your skills, and become a part of our global community of talented, diverse, and knowledgeable colleagues. Responsibilities: Design, develop, test, and deploy custom Salesforce applications using Apex, LWC, and Flow. Work closely with product owners and technical leads to translate business requirements into scalable technical solutions. Participate in code reviews and contribute to continuous improvement of development practices Support integrations between Salesforce and third-party systems (REST/SOAP APIs) Collaborate in Agile ceremonies such as sprint planning, standups, and retrospectives Must-Have Qualifications 3+ years of hands-on experience developing in Salesforce Strong knowledge and practical experience with: Apex (mandatory) Lightning Web Components (LWC) Salesforce Flows SOQL/SOSL JavaScript Experience with Salesforce development tools: VS Code, Salesforce CLI, Git Understanding of Salesforce data model, sharing rules, and security model Strong written and verbal communication skills Nice to Have Experience with Nintex, Conga, or DocuSign (especially configuring templates and automating record updates) Salesforce certification(s) Experience working with frontend frameworks or general frontend knowledge Previous work experience with nearshore development teams Perficient full-time employees receive complete and competitive benefits. We offer a collaborative work environment, competitive compensation, generous work/life opportunities and an outstanding benefits package. Encouraging a healthy work/life balance and providing our colleagues great benefits are just part of what makes Perficient a great place to work. WHO WE ARE Perficient is a leading global digital consultancy. We imagine, create, engineer, and run digital transformation solutions that help our clients exceed customers’ expectations, outpace competition, and grow their business. With unparalleled strategy, creative, and technology capabilities, our colleagues bring big thinking and innovative ideas, along with a practical approach to help our clients – the world’s largest enterprises and biggest brands succeed. WHAT WE BELIEVE At Perficient, we promise to challenge, champion, and celebrate our people. You will experience a unique and collaborative culture that values every voice. Join our team, and you’ll become part of something truly special. We believe in developing a workforce that is as diverse and inclusive as the clients we work with. We’re committed to actively listening, learning, and acting to further advance our organization, our communities, and our future leaders… and we’re not done yet. "
"Desarrollador de Salesforce Marketing Cloud - Híbrido en REALWEB","Sueldo oculto","Aguascalientes - Híbrido","Empleado de tiempo completo","Inglés : Nivel Avanzado","Desarrollador de Salesforce Marketing Cloud en Capgemini México GENERAL FUNCTION: Designs and implement software solutions as a member of an agile squad. Being assigned to an agile squad means this role also involves in all agile ceremonies driving activities from design to delivery. Follows best practices and standards and participates in communities of practice to continuously refine and document these standards. Responsible and accountable for risk by openly exchanging ideas and opinions, elevating concerns, and personally, following policies and procedures as defined. Accountable for always doing the right thing for customers and colleagues and ensures that actions and behaviors drive a positive customer experience. While operating within the Bank&#39;s risk appetite, achieves results by consistently identifying, assessing, managing, monitoring, and reporting risks of all types. ESSENTIAL DUTIES , RESPONSIBILITIES:  Architect, design, and implement (multi-channel) campaigns in Salesforce Marketing Cloud, especially using the Journey Builder and Personalization tools, web, and mobile channels  Creating personalized customer experiences across all digital touchpoints &amp; Branch Interactions  Integrating the platform with other systems to gain a comprehensive view of customers and prospects.   Designing and executing targeted marketing campaigns that use personalization.   Maintaining site mapping: Regularly updating site mapping to reflect changes on internal client websites.   Training and guiding internal teams on best practices and techniques.  Keeping up with industry trends and advancements in marketing technology.  Developing behavioral analytics, using machine learning capabilities, Integrating data ingestion systems, and Anticipating issues and risks.   Technical understanding of SFMC&#39;s data extension architecture   Proficiency in Apex, Visualforce, Lightning Components, and other Salesforce development tools   Knowledge of web development technologies, such as HTML, CSS, and JavaScript   Strong problem-solving, analytical, and communication skills Capability Minimum of 2 years of SFCC/Demandware development experience and a certified SFCC Developer or Architect. Demonstrated experience in end-to-end implementations of SFCC eCommerce applications in B2C, B2B, multi-site, and multi-country environments. Lead involvement in at least 1 SFCC implementation and active participation in at least 2 additional SFCC implementations. Write accessible, cross-browser compatible HTML, CSS, and JavaScript on the SFCC platform Lazy-loading, code-splitting within Salesforce Commerce Cloud DevOps, caching and CDN rules Wireframes into responsive ISML page templates. Seamlessly integrate third-party vendors such as Amplience, Salsify, SiteCore, and Bolt into the storefront. Optimize SSR and edge functions for TTFB"
"Desarrollador Backend en Super Kiosko","Sueldo oculto","Jalisco","Empleado de tiempo completo","Inglés : Nivel Básico","En Kiosko, estamos en búsqueda de un  Desarrollador (Backend)  apasionado por la innovación y la tecnología. Únete a nuestro equipo y transforma la industria del retail con nosotros. Nuestra Transformación Digital Estamos inmersos en una transformación digital única, desarrollando proyectos innovadores como Wallet y Loyalty, e incorporando tecnologías emergentes como inteligencia artificial, automatización y ciberseguridad en nuestras operaciones. Sobre el Rol El Desarrollador Backend es responsable de que el sistema funcione detrás de escena. Su rol es integrar la aplicación con todos los sistemas y servicios requeridos y proporcionar API limpias y fáciles de usar para la parte frontal del sistema. Es responsable de la funcionalidad, el rendimiento y la capacidad de ampliación de la aplicación. Responsabilidades Principales: Diseñar y desarrollar la lógica de negocios y los sistemas backend del producto. Diseñar y desarrollar la lógica de negocios y los sistemas backend del producto. Trabajar de cerca con desarrolladores TL para diseñar y desarrollar APIs funcionales, completas y de alto rendimiento. Escribir tanto pruebas de unidad como de integración, y desarrollar herramientas de automatización para tareas diarias. Generar documentación de calidad de los desarrollos. Generar y mantener la documentación de las bases de datos que intervienen en el proceso de desarrollo. Aplicar principios de DevSecOps para integrar prácticas de seguridad en el ciclo de vida del desarrollo de software. Desarrollar y mantener pipelines de CI/CD para asegurar la entrega continua y la integración constante del código. Colaborar con los equipos de seguridad e infraestructura para asegurar el cumplimiento de los estándares de seguridad. Requisitos: Título universitario en Ciencias de la Computación, Ingeniería o campos afines. 4+ años de experiencia como desarrollador backend en lenguajes como JavaScript, Python y C#. Conocimiento de frameworks y herramientas comunes como AzureDevOps, Git y NodeJS. Conocimientos sólidos en infraestructuras on-premises y servicios en la nube de Azure. Experiencia con sistemas de bases de datos SQL (ej. SQLServer, Postgres). Conocimientos de programación orientada a objetos y principios de ingeniería como SOLID. Experiencia en diseño e implementación de APIs y arquitecturas de microservicios. Nociones de DevSecOps y prácticas de seguridad en el desarrollo de software. Experiencia en desarrollo y mantenimiento de pipelines de CI/CD. Habilidades excepcionales de comunicación y colaboración. Ofrecemos: Sueldo competitivo Bono por desempeño Prestaciones superiores a las de ley 26 días de Aguinaldo! Seguro de Gastos Médicos Mayores Caja de ahorro Seguro de Vida Plan de carrera para que crezcas junto con nosotros Vales de Despensa para apoyarte en tus gastos diarios ¿Te interesa? Si quieres unirte a un equipo innovador y desarrollar soluciones digitales que harán una diferencia en la industria del retail, ¡aplica ahora!"
"Technical Lead SSO-Ping Senior - Remoto en Global Delivery Center Capgemini","Sueldo oculto","Remoto: México","Empleado de tiempo completo","Inglés : Nivel Avanzado","Technical Lead SSO – Ping SSO/ IAM professional with a 3+ years of experience in PING and deep-level expertise in web security, software development, knowledge of access governance, identity management, federation and IAM solutions. In addition to having strong technical skills, you must be comfortable in effectively communicating with business end-users, technical IT teams, business partners, network providers, and business process outsourced vendors, all while being sensitive to a wide diversity of cultural and technical backgrounds in a global business environment. Experience At least 12+ years of overall IAM experience, and at least 3+ years of experience on Ping Identity Suite of products. Job Requirements: • Extensive hands-on experience with identity and access management and Ping Identity Suite of products. • Leadership and offshore coordination experience. • Prior experience in some relevant position, preferably as an SSO professional to define process, design, and implementation strategy for onboarding enterprise applications, IAM platform enchantments etc. • Expertise in IAM industry standards and enterprise architecture & API security design. • Solid knowledge of all web technologies, especially web services, web applications, Service-Oriented Architectures, and network/web protocols • Should have a good understanding of Identity and Access Management platform framework and functions. Should have good understanding and hands-on experience with Ping Suite of products such as PingFederate, PingAccess, PingDirectory, PingOne for Customers. • Should have good experience with Designing, Implementing, supporting, and maintaining of Ping Identity SSO platform. • Experience in leading workshops/discussions with customer, customer team(s) and vendor team(s) for issues, platform enchantment, design etc. • Demonstrated excellent project/program management experience. • Experience in software development in following programming languages, Java, SQL, and JavaScript • Experience with security protocols such as LDAP-S, SAML, WS-Federation, SCIM, OAuth, and OIDC • Sound knowledge of all procedures, standards, and regulations for authorization and authentication. • An analytical mind with a problem-solving attitude • Candidates should be flexible / willing to work across this delivery landscape which includes and not limited to Agile Applications Development, Support and Deployment. • Excellent organizational and communication skills. Soft Skills: • Leadership & offshore coordination • Good collaboration & communication skills, the ability to participate in an interdisciplinary team. • Strong written communications and documentation experience • Excellent time management and organizational management skills • Able to be a technical lead, onsite coordinator, and SME to customer and offshore team. • Demonstrated experience with working with and directing an offshore team. • Demonstrated communication skills to interact with internal/external users and stakeholders Must have hands-on experience with: • PingFederate • PingAccess • PingOne for customer • PingDirectory, PingDirectory Sync • PingID Optional Skill • J2EE & javascript • DB / SQL • apigee Knowledge of • Networking • Splunk • Github Bonus to having work experience with or knowledge of: • PingOne Advanced Services** About Capgemini Group Capgemini is a global leader in partnering with companies to transform and manage their business by harnessing the power of technology. The Group is guided everyday by its purpose of unleashing human energy through technology for an inclusive and sustainable future. It is a responsible and diverse organization of over 300,000 team members in nearly 50 countries. With its strong 50-year heritage and deep industry expertise, Capgemini is trusted by its clients to address the entire breadth of their business needs, from strategy and design to operations, fueled by the fast evolving and innovative world of cloud, data, AI, connectivity, software, digital engineering and platforms.   At Capgemini Mexico, we aim to attract the best talent and are committed to creating a diverse and inclusive work environment, so there is no discrimination based on race, sex, sexual orientation, gender identity or expression, or any other characteristic of a person. All applications welcome and will be considered based on merit against the job and/or experience for the position."
"QA Automation Engineer (Cypress) Senior - Remoto en Gta Telecom De México","Sueldo oculto","Remoto: México, Colombia, Costa Rica, Peru, Venezuela","Empleado de tiempo completo","Inglés : Nivel Avanzado","En GTA Telecomunicaciones, somos una empresa con más de 20 años de experiencia en el mercado, en donde manejamos proyectos para diferentes clientes tanto nacionales como internacionales, en donde, estamos buscando... QA Automation Engineer (Cypress) Job Summary: We are seeking a detail-oriented and proactive QA Automation Engineer to join our Software Quality team. In this role, you will be responsible for designing, developing, and executing automated and manual test cases across a suite of cloud-based web applications. Your primary focus will be on test automation and data testing as part of our agile software development lifecycle. This is a hands-on position requiring strong collaboration with developers, analysts, and business teams to ensure the delivery of high-quality software. Key Responsibilities Drive the continuous improvement of QA processes and best practices. Design, develop, and maintain automated test scripts using Cypress or other modern automation frameworks. Execute and maintain test plans using Azure DevOps Test Plans and update test cases based on defect analysis. Perform comprehensive data validation and data quality testing using SQL queries. Collaborate closely with developers and quality analysts to troubleshoot and resolve issues. Participate in requirements reviews, system design sessions, and code inspections. Translate business processes and requirements into test cases and automation scenarios. Conduct various types of testing, including UI, API, functional, ETL, regression, and GUI testing. Contribute to the implementation of CI/CD pipelines by integrating automated tests. Required Qualifications  Bachelors degree in Computer Science, Information Technology, or a related field. 5 years of experience in software quality assurance with a focus on automation. Proven experience with Cypress for UI and API automation. Strong SQL skills and experience in testing data-intensive applications. Hands-on experience with Git for version control and collaboration. Familiarity with HTML, JavaScript, CSS, and front-end technologies. Strong analytical and problem-solving skills with attention to detail. Ability to communicate effectively with both technical and non-technical stakeholders. Self-motivated, adaptable, and capable of working in a fast-paced, dynamic environment.  Preferred Skills Experience with CI/CD tools and test integration. Exposure to cloud environments (e.g., Azure, AWS). Knowledge of performance or security testing tools is a plus"
"Advanced Salesforce Software Engineer en ISITA","Sueldo oculto","Remoto: LATAM","Empleado de tiempo completo","Inglés : Nivel Avanzado","Summary:  We are looking for a Senior Salesforce Engineer to lead and optimize the development, security, and deployment of our Salesforce environment. This role is ideal for someone with deep Apex expertise, strong DevOps and release management experience, and a proactive mindset toward performance, scalability, and security best practices. You will work closely with developers, admins, and product stakeholders to build and maintain high-impact solutions across the organization.  Responsibilities:  ● Design, develop, and maintain high-quality, scalable Salesforce applications using Apex and other Salesforce technologies.  ● Own the full development lifecycle — from design through release — including production support.  ● Collaborate across teams to define technical requirements and deliver high-performance solutions. ● Ensure secure coding practices and enforce profile permissions, sharing rules, and permission sets.  ● Troubleshoot and resolve record locking and performance issues in complex Salesforce implementations.  ● Manage Salesforce deployments and contribute to CI/CD pipelines using tools like Jenkins, GitHub, and Bitbucket.  ● Work with managed packages, ensuring compatibility, security, and upgrade planning.  ● Use monitoring tools and logs to evaluate code success and continuously improve performance.  ● Operate in an agile environment with ownership over features, delivery, and iteration based on data.  Experience:   ● Working experience with Salesforce technologies: 3+ years for Advanced.  ● Strong hands-on experience with Apex (focus on secure and performant code).   ● Proven experience with Salesforce security best practices: sharing rules, field-level security, permission sets, and managed package constraints.   ● Experience with Salesforce platform deployments in Agile environments.  ● Experience with DevOps tools: Jenkins, GitHub, Bitbucket, VS Code.   ● Solid understanding of record locking and techniques to mitigate contention.   ● Experience managing CI/CD pipelines for Salesforce projects.   ● Familiarity with performance optimization in Salesforce.  Technical Knowledge:  ● Strong experience with Salesforce and Apex (must-have).  ● Experience with JavaScript, HTML5, and CSS.   ● Familiarity with Angular, RxJS, and TypeScript is a plus.   ● Experience with responsive design using frameworks like Bootstrap.  ● Knowledge of CSS preprocessors such as LESS or SASS.   ● Experience writing unit tests.   ● Familiarity with package managers like NPM or Yarn.   ● Proficient in version control using Git. Soft Skills:   ● Excellent written and spoken communication.   ● Ability to work independently and follow structured development processes.   ● Strong problem-solving and decision-making skills based on standard procedures. ●  Eagerness to learn and adapt to new technologies.  ●  English level: Advanced. "
"TESTER QA Automation Middle - Híbrido en Super Kiosko","Sueldo oculto","Jalisco - Híbrido","Empleado de tiempo completo","Inglés : Nivel Básico","En Kiosko , estamos en búsqueda de un TESTER QA Automation apasionado por la innovación y la tecnología. Únete a nuestro equipo y transforma la industria del retail con nosotros.   Nuestra Transformación Digital Estamos inmersos en una transformación digital única, desarrollando proyectos innovadores como Wallet y Loyalty, e incorporando tecnologías emergentes como inteligencia artificial, automatización y ciberseguridad en nuestras operaciones.   Sobre el Rol El QA Automation garantiza que el desarrollo de nuevas funcionalidades cumpla con los requerimientos funcionales y no funcionales del sistema. Establecerá y creará los escenarios necesarios para garantizar la calidad de forma automatizada, realizando pruebas de humo, carga y estrés para determinar la capacidad del sistema.   Responsabilidades: Desarrollar y mantener la matriz de casos de prueba automatizados, asegurando la cobertura adecuada y documentada para nuestras aplicaciones tecnológicas. Realizar pruebas manuales y automatizadas en sistemas y aplicaciones desarrolladas, garantizando que cumplan con los requisitos funcionales y de calidad. Proponer acciones de mejora continua para optimizar procesos de pruebas y colaborar estrechamente con equipos de desarrollo y otros departamentos para implementar soluciones eficaces. Identificar, documentar y reportar hallazgos y errores durante las pruebas, asegurando que se resuelvan adecuadamente. Participar activamente en reuniones ágiles y colaborar con los equipos en la planificación y ejecución de pruebas dentro de las entregas continuas de software.   Requisitos: Título universitario en ciencias de la computación, MIS o ingeniería. 2+ años de experiencia en automatización de pruebas. Conocimiento de herramientas de pruebas automatizadas como Selenium, Appium, Cypress, entre otras. Experiencia en pruebas e2e, regresión, humo, carga y estrés. Conocimiento de lenguajes de programación como JavaScript y Gherkin. Experiencia con herramientas de gestión de repositorios como Git. Familiaridad con DevOps, Integración Continua y Entrega Continua. Habilidades excepcionales de comunicación y colaboración.   Ofrecemos: Sueldo competitivo Bono por desempeño Prestaciones superiores a las de ley 26 días de Aguinaldo! Seguro de Gastos Médicos Mayores Caja de ahorro Seguro de Vida Plan de carrera para que crezcas junto con nosotros Vales de Despensa para apoyarte en tus gastos diarios   ¿Te interesa? Si quieres unirte a un equipo innovador y desarrollar soluciones digitales que harán una diferencia en la industria del retail, ¡aplica ahora!"
"Product Security Lead en Ia Interactive","Sueldo oculto","Remoto: México","Empleado de tiempo completo","Inglés : Nivel Avanzado","Ingeniería en sistemas computacionales, Licenciatura en informática, Ciberseguridad o carrera afín. Minimo 5 años de experiencia en: 1. Diseño e implementación de estrategias de seguridad en el SDLC 2. Gestión de vulnerabilidades y riesgos aplicados a entornos de desarrollo 3. Implementación y gestión de herramientas para evaluación de seguridad (SAST, DAST y SCA) 4. Trabajo directo con equipos de desarrollo, arquitectura y producto 5. Comunicación y reporte ejecutivo hacia gerencia de Information Security y direcciones de la agencia 6. Definición de políticas, SLA y procesos de seguridad basados en SDLC, PCI SLC y SAMM 7. Modelado de amenazas (Threat Modeling) 8. Requerimientos y pruebas de seguridad en el desarrollo Actividades: 1. Generar, mantener y liderar una estrategia que permita la madurez de las prácticas de seguridad en el desarrollo de software 2. Tomar decisiones tácticas respecto a los riesgos y amenazas a la seguridad en el desarrollo de software 3. Guiar técnica y tácticamente al equipo de Product Security. 4. Detectar, analizar y mitigar vulnerabilidades de forma proactiva. 5. Coordinar con otras áreas técnicas para definir y asegurar el cumplimiento de políticas de seguridad en el desarrollo seguro. 6. Planificar y realizar el seguimiento de la implementación y madurez de las prácticas de seguridad en el SDLC 7. Asegurarse de que los colaboradores del área de Product Security estén capacitados en su especialidad. 8. Reportar avances, resultados y riesgos al Information Security Manager. 9. Definir y monitorear KPIs y SLAs de seguridad aplicados en la estrategia de Product Security. Conocimientos necesarios: 1. Pentesting, ethical hacking y técnicas de seguridad ofensiva avanzada. 2. Seguridad en aplicaciones web y móviles (OWASP Top 10, API Security). 3. Modelado de amenazas (Threat Modeling) 4. Ciclo de vida seguro del software (SDLC) y marcos de madurez (OWASP SAMM) 5. Ciberinteligencia y gestión de vulnerabilidades 6. Herramientas de análisis de código y seguridad de aplicaciones (SAST, DAST y SCA) 7. Experiencia práctica con lenguajes de programación (Java, Python, JavaScript, etc.) 8. Comunicación efectiva y asertiva, tanto con equipos técnicos como con alta dirección 9. Proactividad en la resolución de problemas antes de que escalen 10. Planeación estratégica y táctica. 11. Certificaciones avanzadas (Ej, CISSP, CSSLP, PEN-300, WEB-300, Security +, Pentest +, CASP, etc). 12. Administración y uso de Snyk 13. Inglés nivel B2 Conocimientos deseados: 1. Seguridad en la nube "
"Full-Stack Senior Engineer en HIRELINE","Sueldo oculto","Remoto: LATAM","Empleado de tiempo completo","Inglés : No se ha especificado","Título: Fullstack Developer Company Overview A market-leading healthcare workforce optimization software provider dedicated to streamlining and optimizing healthcare organizations' workforce management processes. Our cutting-edge technology empowers healthcare providers to enhance patient care, optimize staff resources, and improve operational efficiency.   Shape the future of our web platform! We are seeking a highly experienced Full-Stack Senior Engineer to lead the design, development, and optimization of our cutting-edge healthcare workforce management platform. You'll leverage your in-depth knowledge of both front-end and back-end development to build a user-centric, scalable, and performant web application. While we primarily use Elixir (with Phoenix and Ecto), we prioritize general problem-solving skills and a strong commitment to learning new technologies.   Responsibilities: ● Architect and implement scalable and secure back-end systems that power the web application. ● Design and develop user interfaces that are intuitive, user-friendly, and responsive across all devices. ● Collaborate with designers to translate user stories and wireframes into functional web components. ● Lead the optimization of web application performance and user experience, ensuring   fast load times and a smooth user journey. ● Write clean, maintainable, and well-documented code for both front-end and back-end components. ● Stay up-to-date on the latest web development trends and technologies. ● Mentor and guide junior developers on the team. (in the future)   Requirements: ● Advanced English skills ● 10+ years of experience in full-stack web development with a strong emphasis on front-end development. ● Proficiency in modern programming languages including: ○ Front-End: HTML, CSS, JavaScript (ES6+), Experience with a popular front-end framework (e.g., React, Angular). LiveView (Elixir/Phoenix) is a bonus. ○ Back-End: ■ Preferred: Python, Java, Ruby on Rails, Go, Node.js (with Express.js) ■ Ideal experience: Elixir (with Phoenix) ● Experience with building responsive web applications. ● Strong understanding of web development best practices, including accessibility and performance optimization ● Excellent problem-solving and analytical skills. ● Strong communication and collaboration skills.   Preferred Qualifications: ● Bachelor's degree in Computer Science, Engineering, or related field. ● Experience building modern SaaS applications, including user management, authentication, and authorization functionalities. ● Experience with integrating front-end applications with back-end services ● Experience with cloud platforms (e.g., AWS, Azure, Google Cloud) for deploying and scaling SaaS applications. ● Experience with accessibility best practices (WCAG). ● Experience working in a fast-paced, start-up environment.   Don't miss the opportunity to be part of our team! Apply now and join us on this exciting adventure!  ."
"Full Stack Developer - Monterrey en Nymbus, Inc.","$ 80,000 a 90,000 MXN (Bruto)","Nuevo León - Híbrido","Empleado de tiempo completo","Inglés : Nivel Avanzado","Nymbus ( https://nymbus.com/ ) is a high growth fintech company that enables financial institutions to transform their capabilities and drive value in today’s digital finance world. At Nymbus, we believe when you set off on the path to innovation you should feel excitement and confidence, not fear and dread. With Nymbus we are bringing delight back into the banking process. We want our partners to be thrilled about the possibilities we are creating together and the lasting impact our collaboration will bring to the industry and consumers. The journey to growth begins with doing something different. And that journey starts with the great people that make Nymbus. Thank you for considering and entrusting Nymbus to be the catalyst that helps take your career through your next chapter.  WORK ENVIRONMENT: Our positions in Monterrey are hybrid roles enabling our team to work 3 days in the office and 2 days remotely. Our office space in Monterrey was designed to promote collaboration for our scrum teams and increase our development velocity. In addition, you'll enjoy a great view of the city, fresh coffee, and the occasional happy hour.  POSITION SUMMARY: We are looking for an experienced Full Stack Developer for our various development squad teams to develop the front and back end of our enterprise applications as well as integrations into 3rd party systems. The position of Full Stack Developer combines technical experience, analytical abilities, and sound coding skills. ESSENTIAL JOB FUNCTIONS/RESPONSIBILITIES Translate UX designs and business requirements into technical specifications and provide effort estimates Create & review software architecture designs including visual representations Identify and articulate risk and potential mitigations Develop highly complex and integrated enterprise applications with superior web experiences meeting highest security and legal compliance standards and all non-functionals including scalability, resilience, configurability, and upgradeability Deliver high quality code in shortest time in collaboration with your peer mobile, web and backend developers from your squad team including doing code reviews Analyze root causes of mission-critical issues under time pressure and provide rapid mitigations QUALIFICATIONS: Bachelor’s Degree in computer science or a related field, or equivalent practical experience 5+ years of experience as a Full Stack Developer using Java, JavaScript, and ideally Swift and/or Kotlin 2+ years of experience in creating large, complex enterprise applications, ideally in the Banking or Fintech industry Experience with Flutter and/or React Native is a plus Experience with working in agile environments Very good communicator  English proficiency is required for this role. SALARY AND BENEFITS: 80,000 - 95,000 MXN Hybrid scheme (3 days a week working in the office, 2 days remotely) Vacation days according to law. Vacation bonus: 35% Christmas bonus: 30 days Savings fund: capped by law Grocery coupons: capped by law Major Medical Insurance Life Insurance Come join us! "
